"id","name","description","invoice_label","type_tax_use","tax_scope","amount_type","amount","sequence","is_vat","is_exempt","tax_group_id","perception_id","retention_id","repartition_line_ids/document_type","repartition_line_ids/repartition_type","repartition_line_ids/account_id","repartition_line_ids/factor_percent"
"tax_retencion_iibb_chaco_sufrida","Retención IIBB Chaco Sufrida","Retención IIBB Chaco Sufrida","Retención IIBB Chaco Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_chaco","","l10n_ar.retention_retention_iibb_chaco_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_chaco","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_chaco","100.0"
"tax_retencion_iibb_chubut_sufrida","Retención IIBB Chubut Sufrida","Retención IIBB Chubut Sufrida","Retención IIBB Chubut Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_chubut","","l10n_ar.retention_retention_iibb_chubut_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_chubut","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_chubut","100.0"
"tax_retencion_iibb_corrientes_sufrida","Retención IIBB Corrientes Sufrida","Retención IIBB Corrientes Sufrida","Retención IIBB Corrientes Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_corrientes","","l10n_ar.retention_retention_iibb_corrientes_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_corrientes","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_corrientes","100.0"
"tax_retencion_iibb_cordoba_sufrida","Retención IIBB Córdoba Sufrida","Retención IIBB Córdoba Sufrida","Retención IIBB Córdoba Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_cordoba","","l10n_ar.retention_retention_iibb_cordoba_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_cordoba","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_cordoba","100.0"
"tax_retencion_iibb_entre_rios_sufrida","Retención IIBB Entre Ríos Sufrida","Retención IIBB Entre Ríos Sufrida","Retención IIBB Entre Ríos Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_entre_rios","","l10n_ar.retention_retention_iibb_entre_rios_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_entre_rios","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_entre_rios","100.0"
"tax_retencion_iibb_jujuy_sufrida","Retención IIBB Jujuy Sufrida","Retención IIBB Jujuy Sufrida","Retención IIBB Jujuy Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_jujuy","","l10n_ar.retention_retention_iibb_jujuy_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_jujuy","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_jujuy","100.0"
"tax_retencion_iibb_la_pampa_sufrida","Retención IIBB La Pampa Sufrida","Retención IIBB La Pampa Sufrida","Retención IIBB La Pampa Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_la_pampa","","l10n_ar.retention_retention_iibb_la_pampa_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_la_pampa","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_la_pampa","100.0"
"tax_retencion_iibb_mendoza_sufrida","Retención IIBB Mendoza Sufrida","Retención IIBB Mendoza Sufrida","Retención IIBB Mendoza Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_mendoza","","l10n_ar.retention_retention_iibb_mendoza_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_mendoza","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_mendoza","100.0"
"tax_retencion_iibb_misiones_sufrida","Retención IIBB Misiones Sufrida","Retención IIBB Misiones Sufrida","Retención IIBB Misiones Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_misiones","","l10n_ar.retention_retention_iibb_misiones_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_misiones","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_misiones","100.0"
"tax_retencion_iibb_neuquen_sufrida","Retención IIBB Neuquén Sufrida","Retención IIBB Neuquén Sufrida","Retención IIBB Neuquén Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_neuquen","","l10n_ar.retention_retention_iibb_neuquen_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_neuquen","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_neuquen","100.0"
"tax_retencion_iibb_rio_negro_sufrida","Retención IIBB Río Negro Sufrida","Retención IIBB Río Negro Sufrida","Retención IIBB Río Negro Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_rio_negro","","l10n_ar.retention_retention_iibb_rio_negro_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_rio_negro","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_rio_negro","100.0"
"tax_retencion_iibb_salta_sufrida","Retención IIBB Salta Sufrida","Retención IIBB Salta Sufrida","Retención IIBB Salta Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_salta","","l10n_ar.retention_retention_iibb_salta_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_salta","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_salta","100.0"
"tax_retencion_iibb_san_luis_sufrida","Retención IIBB San Luis Sufrida","Retención IIBB San Luis Sufrida","Retención IIBB San Luis Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_san_luis","","l10n_ar.retention_retention_iibb_san_luis_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_san_luis","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_san_luis","100.0"
"tax_retencion_iibb_santa_fe_sufrida","Retención IIBB Santa Fe Sufrida","Retención IIBB Santa Fe Sufrida","Retención IIBB Santa Fe Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_santa_fe","","l10n_ar.retention_retention_iibb_santa_fe_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_santa_fe","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_santa_fe","100.0"
"tax_retencion_iibb_tierra_del_fuego_sufrida","Retención IIBB Tierra del Fuego Sufrida","Retención IIBB Tierra del Fuego Sufrida","Retención IIBB Tierra del Fuego Sufrida","sale","","retention","0.0","1","False","False","tax_group_retention_iibb_tierra_del_fuego","","l10n_ar.retention_retention_iibb_tierra_del_fuego_sufrida","invoice","base","","100.0"
"","","","","","","","","","","","","","","refund","base","","100.0"
"","","","","","","","","","","","","","","invoice","tax","imp_ingresos_brutos_retenciones_sufridas_tierra_del_fuego","100.0"
"","","","","","","","","","","","","","","refund","tax","imp_ingresos_brutos_retenciones_sufridas_tierra_del_fuego","100.0"
